,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
23,Ladder,20211013T120259.000Z,CHN丨Clappix✨,Matapasiones>:v,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,P.E.K.K.A,Baby Dragon,Barbarian Barrel,Ram Rider,Dark Prince,Electro Wizard,Giant Snowball,Lightning
24,Ladder,20211013T115916.000Z,CHN丨Clappix✨,뭐하는거니,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Dark Prince,Goblin Cage,Mega Minion,Graveyard,Baby Dragon,Poison,Tornado,Barbarian Barrel
25,Ladder,20211011T130135.000Z,CHN丨Clappix✨,~♤Gianpaolo♤~,1,0,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
26,Friendly,20211011T120236.000Z,CHN丨Clappix✨,Danyal,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
27,Friendly,20211011T115612.000Z,CHN丨Clappix✨,Sway❄️,1,3,Royal Giant,Skeletons,Electro Spirit,The Log,Mother Witch,Mega Minion,Lightning,Fisherman,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
28,Friendly,20211011T115231.000Z,CHN丨Clappix✨,Sway❄️,0,2,Lava Hound,Lumberjack,Bats,Flying Machine,Skeleton Army,Fireball,Baby Dragon,Clone,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
29,Friendly,20211011T114841.000Z,CHN丨Clappix✨,Sway❄️,0,1,The Log,Ice Wizard,X-Bow,Tesla,Rocket,Valkyrie,Tornado,Electro Spirit,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
30,Friendly,20211011T114503.000Z,CHN丨Clappix✨,Danyal,1,0,Flying Machine,Royal Recruits,Goblin Cage,Zappies,Fireball,Royal Hogs,Arrows,Barbarian Barrel,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
31,Friendly,20211011T113217.000Z,CHN丨Clappix✨,Danyal,0,1,Magic Archer,Fireball,Zap,Electro Wizard,Bandit,Battle Ram,Royal Ghost,P.E.K.K.A,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
32,Friendly,20211011T110616.000Z,CHN丨Clappix✨,Danyal,0,1,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
33,Friendly,20211011T103423.000Z,CHN丨Clappix✨,Danyal,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
34,Friendly,20211010T204551.000Z,CHN丨Clappix✨,pyroar,1,0,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log
35,Challenge,20211010T154550.000Z,CHN丨Clappix✨,スイッチ,0,1,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Ice Spirit,The Log,X-Bow,Archers,Skeletons,Tesla,Fireball,Knight
36,Challenge,20211010T154007.000Z,CHN丨Clappix✨,bob sponja,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Fireball,Furnace,Flying Machine,The Log,Goblin Hut,Cannon Cart,Valkyrie,Mother Witch
37,Challenge,20211010T153634.000Z,CHN丨Clappix✨,⚡️Stell⚡️,0,1,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Cannon Cart,Mortar,Miner,Goblin Gang,Spear Goblins,The Log,Minion Horde,Fireball
38,Challenge,20211010T152906.000Z,CHN丨Clappix✨,Wies⚡Bait ᴳᵒᵈ,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Knight,Princess,The Log,Skeleton Barrel,Dart Goblin,Inferno Tower,Skeleton Army,Goblin Barrel
39,Challenge,20211010T152506.000Z,CHN丨Clappix✨,NovaX☘️AliReza,0,1,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Lumberjack,Barbarian Barrel,Tornado,Freeze,Bowler,Balloon,Baby Dragon,Inferno Dragon
40,Challenge,20211010T152056.000Z,CHN丨Clappix✨,Y林O宥G嘉A,0,1,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Lava Hound,Mega Minion,Flying Machine,Miner,Arrows,Goblin Cage,Guards,Skeleton Dragons
41,Challenge,20211010T151735.000Z,CHN丨Clappix✨,とうふ,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Barbarian Barrel,Cannon Cart,Elite Barbarians,Fireball,Flying Machine,Furnace,Goblin Hut,Mother Witch
42,Challenge,20211010T151411.000Z,CHN丨Clappix✨,Coutinho,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Baby Dragon,Flying Machine,Mega Minion,Miner,Fireball,Lava Hound,Guards,Goblin Cage
43,Challenge,20211010T151049.000Z,CHN丨Clappix✨,⚡️peepee⚡️ f2p,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Mini P.E.K.K.A,Mother Witch,Tornado,Electro Giant,Mega Knight,Flying Machine,Furnace,Goblin Hut
44,Challenge,20211010T150712.000Z,CHN丨Clappix✨,WhiteWalkerJr,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Goblins,The Log,Valkyrie,Royal Delivery,Earthquake,Firecracker,Tesla,Hog Rider
45,Challenge,20211010T150352.000Z,CHN丨Clappix✨,ByIsmaelCoc,1,0,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,P.E.K.K.A,Battle Ram,Fireball,Zap,Electro Wizard,Magic Archer,Bandit,Royal Ghost
46,Challenge,20211010T145842.000Z,CHN丨Clappix✨,GS❤️⚡Enchanter✨,0,1,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Sparky,Goblin Giant,Dark Prince,Zap,Rage,Mini P.E.K.K.A,Mother Witch,Mega Minion
47,Friendly,20211003T072430.000Z,Dz I Clappix❤️✨,Danyal,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Princess,The Log,Valkyrie,Skeletons,Ice Spirit,Goblin Barrel,Rocket,Tesla
48,Friendly,20211003T071942.000Z,Dz I Clappix❤️✨,Danyal,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Earthquake,Royal Hogs,The Log,Royal Delivery,Hunter,Bomber,Electro Spirit,Skeletons
49,Friendly,20211003T071543.000Z,Dz I Clappix❤️✨,Danyal,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log
50,Ladder_CrownRush,20211002T153751.000Z,Dz I Clappix❤️✨,one,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Wall Breakers,Bandit,Dark Prince,Goblin Drill,Zap,Fireball,Inferno Dragon,Bats
51,Ladder_CrownRush,20211002T153430.000Z,Dz I Clappix❤️✨,Jesús_MC,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Fireball,Royal Giant,Barbarian Barrel,Goblin Cage,Mega Minion,Dark Prince,Fisherman
52,Ladder_CrownRush,20211002T152911.000Z,Dz I Clappix❤️✨,ばるったん,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Lumberjack,Lightning,Electro Spirit,Mega Minion,Baby Dragon,Barbarian Barrel,Goblin Cage
53,Ladder_CrownRush,20211002T152434.000Z,Dz I Clappix❤️✨,Пik-taщer,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Lava Hound,Miner,Guards,Skeleton Dragons,Flying Machine,Arrows,Tombstone,Mega Minion
54,Ladder_CrownRush,20211002T151939.000Z,Dz I Clappix❤️✨,<c6>Ðk I Elmer戈,0,2,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Miner,Inferno Dragon,Balloon,Lava Hound,Arrows,Skeleton Dragons,Zap,Barbarians
55,Ladder_CrownRush,20211002T151622.000Z,Dz I Clappix❤️✨,THE｜Peace:),1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Ram Rider,Bandit,Inferno Dragon,Magic Archer,Zappies,Royal Recruits,Barbarian Barrel,Fireball
56,Ladder_CrownRush,20211002T151040.000Z,Dz I Clappix❤️✨,Falco,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Firecracker,Mega Minion,Cannon,Skeletons,Electro Spirit,The Log,Earthquake
57,Ladder_CrownRush,20211002T150537.000Z,Dz I Clappix❤️✨,Nova I⚡Michael⚡,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,P.E.K.K.A,Barbarian Barrel,Baby Dragon,Lightning,Ram Rider,Electro Wizard,Bandit,Giant Snowball
58,Ladder_CrownRush,20211002T145726.000Z,Dz I Clappix❤️✨,PE I❤️Azul✨,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Bowler,Lumberjack,Tornado,Baby Dragon,Inferno Dragon,Barbarian Barrel,Freeze,Balloon
59,Ladder_CrownRush,20211002T145236.000Z,Dz I Clappix❤️✨,❤DARK NOE❤,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Knight,Mortar,Cannon Cart,Fireball,Spear Goblins,Hunter,Graveyard,Barbarian Barrel
60,Ladder_CrownRush,20211002T144912.000Z,Dz I Clappix❤️✨,weedman_69,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Mega Minion,Mini P.E.K.K.A,Knight,Furnace,Goblin Hut,Skeletons,Fireball
61,Ladder_CrownRush,20211002T143021.000Z,Dz I Clappix❤️✨,我是傻妞妞,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Flying Machine,Barbarian Barrel,Mother Witch,Elite Barbarians,Furnace,Goblin Hut,Fireball,Cannon Cart
62,Ladder_CrownRush,20211002T142344.000Z,Dz I Clappix❤️✨,<c5>Ruusskov,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Goblin Barrel,Prince,Mega Knight,Dart Goblin,Princess,Skeleton Army,Bats
63,Ladder_CrownRush,20211002T142153.000Z,Dz I Clappix❤️✨,쫀쫀바리,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mega Knight,Firecracker,Electro Wizard,Mother Witch,Lightning,Dark Prince,Hog Rider,Goblin Cage
64,Ladder_CrownRush,20211002T141752.000Z,Dz I Clappix❤️✨,Dario_6,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Lava Hound,Balloon,Barbarians,Inferno Dragon,Arrows,Miner,Skeleton Dragons,Zap
65,Ladder_CrownRush,20211002T141423.000Z,Dz I Clappix❤️✨,OMG it's Caesar,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Miner,Knight,Poison,Bats,The Log,Spear Goblins,Bomb Tower,Wall Breakers
66,Ladder_CrownRush,20211002T140933.000Z,Dz I Clappix❤️✨,Ｋ１ｌｌｅｒ,1,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Arrows,Balloon,Skeleton Dragons,Miner,Lava Hound,Inferno Dragon,Barbarians,Zap
67,Ladder_CrownRush,20211002T140607.000Z,Dz I Clappix❤️✨,キミー,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,P.E.K.K.A,Royal Hogs,Heal Spirit,Electro Dragon,Magic Archer,Dark Prince,Tornado,Barbarian Barrel
68,Ladder_CrownRush,20211002T140029.000Z,Dz I Clappix❤️✨,sergio 91,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Barbarian Barrel,Electro Giant,Mother Witch,Furnace,Goblin Hut,Lightning,Barbarians,Tornado
69,Ladder_CrownRush,20211002T135354.000Z,Dz I Clappix❤️✨,⭐NS I 검무⭐™,0,1,Cannon,Ice Spirit,Skeletons,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Knight,Baby Dragon,Tornado,Barbarian Barrel,Poison,Graveyard,Ice Wizard,Bomb Tower
70,Ladder_CrownRush,20211002T134853.000Z,Dz I Clappix❤️✨,TAKUYA,1,0,Cannon,Ice Spirit,Skeletons,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Giant,Dark Prince,Lightning,Inferno Dragon,Tornado,Skeletons,Goblin Cage,Bomber
71,Ladder_CrownRush,20210926T141418.000Z,Clappix,P.E.K.K.A,1,0,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Elite Barbarians,Barbarian Barrel,Fireball,Battle Ram,Electro Wizard,Bandit,Royal Ghost,Magic Archer
72,Ladder_CrownRush,20210926T141032.000Z,Clappix,✨Fil-O-Zoo-F✨,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Freeze,Tornado,Graveyard,Baby Dragon,Zappies,Valkyrie,Inferno Dragon,Bowler
73,Ladder_CrownRush,20210926T140501.000Z,Clappix,Jale,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Rocket,The Log,Knight,Goblin Gang,Goblin Barrel,Princess,Electro Spirit,Inferno Tower
74,Ladder_CrownRush,20210926T135956.000Z,Clappix,Boo,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Hog Rider,Goblin Barrel,Goblin Gang,Princess,Skeleton Army,Inferno Tower,Fireball,The Log
75,Friendly,20210926T135543.000Z,Clappix,Danyal,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
76,Friendly,20210926T132551.000Z,Clappix,Danyal,1,0,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
77,Ladder_CrownRush,20210926T113543.000Z,Clappix,GJ SINGH (IND),1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Three Musketeers,Royal Hogs,Fireball,The Log,Ice Golem,Hunter,Skeletons,Heal Spirit
78,Ladder_CrownRush,20210926T113208.000Z,Clappix,Punisher,1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Goblin Giant,Sparky,Elite Barbarians,Bats,Heal Spirit,Mega Minion,Zap,Rage
79,Ladder_CrownRush,20210926T112845.000Z,Clappix,Lugia,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,The Log,Bats,Spear Goblins,Fireball,Miner,Knight,Bomb Tower,Wall Breakers
80,Ladder_CrownRush,20210926T112522.000Z,Clappix,GS❤MidFinger,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Flying Machine,Mega Knight,Magic Archer,Bandit,Fireball,Royal Hogs,Goblin Cage,Mega Minion
81,Ladder_CrownRush,20210926T112022.000Z,Clappix,⚡⚡Adri_10⚡⚡,1,3,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Lava Hound,Minion Horde,Elixir Collector,Goblin Gang,Arrows,Minions,Skeleton Army,Balloon
82,Ladder_CrownRush,20210926T111640.000Z,Clappix,Ace,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Golem,Lumberjack,Baby Dragon,Electro Dragon,Cannon Cart,Mega Minion,Barbarian Barrel,Tornado
83,Ladder_CrownRush,20210926T111248.000Z,Clappix,❤Miss credentE❤,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Flying Machine,Furnace,Fireball,Mother Witch,Mega Knight,Cannon Cart,Goblin Hut,Barbarian Barrel
84,Ladder_CrownRush,20210926T110721.000Z,Clappix,Angry Shark,1,2,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Bomber,Arrows,Skeletons,Miner,Inferno Dragon,Minions,Balloon,Lava Hound
85,Ladder_CrownRush,20210926T110331.000Z,Clappix,nico,1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Furnace,Goblin Hut,Flying Machine,Fireball,Mother Witch,Valkyrie,Cannon Cart,The Log
86,Ladder_CrownRush,20210926T105759.000Z,Clappix,Yubeshimaru,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Knight,Ice Wizard,Baby Dragon,Tornado,Fireball,Graveyard,Goblin Cage,Barbarian Barrel
87,Ladder_CrownRush,20210926T105208.000Z,Clappix,SRG I Ivan,1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Mega Knight,Flying Machine,Mother Witch,Zappies,Goblin Hut,Poison,Barbarian Barrel,Bandit
88,Ladder_CrownRush,20210926T104642.000Z,Clappix,メジロアルダン❄️,1,3,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Golem,Mega Minion,Zap,Arrows,Elite Barbarians,Lumberjack,Bomber,Night Witch
89,Ladder_CrownRush,20210926T104120.000Z,Clappix,오사카꿀주먹,1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,The Log,Arrows,P.E.K.K.A,Electro Wizard,Goblin Barrel,Princess,Zap,Skeleton Army
90,Ladder_CrownRush,20210926T103759.000Z,Clappix,⚡CocOp⚡,0,1,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Mortar,Miner,Musketeer,Elite Barbarians,The Log,Fireball,Ice Golem,Spear Goblins
91,Ladder_CrownRush,20210926T103417.000Z,Clappix,える,1,0,Hog Rider,Musketeer,Cannon,Fireball,Skeletons,Ice Spirit,Ice Golem,The Log,Electro Wizard,P.E.K.K.A,Giant Snowball,Bandit,Lightning,Baby Dragon,Ram Rider,Barbarian Barrel
92,Ladder_CrownRush,20210926T102831.000Z,Clappix,MONYK,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Royal Giant,Lightning,The Log,Guards,Arrows,Bomber,Mega Minion,Fisherman
93,Ladder_CrownRush,20210926T102407.000Z,Clappix,パトラッシュ,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Ice Golem,Balloon,Musketeer,Miner,Bomb Tower,Barbarian Barrel,Giant Snowball,Skeletons
94,Ladder_CrownRush,20210926T102020.000Z,Clappix,Ruichi I まぁ〜る,0,1,Ice Spirit,Fireball,The Log,Hog Rider,Musketeer,Ice Golem,Skeletons,Cannon,Giant,Prince,Dark Prince,Miner,Electro Wizard,Mega Minion,Zap,Fireball
0,Ladder,20211014T005636.000Z,Skali⚡️Fedez™️,DRG RoCaT,0,1,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Lava Hound,Flying Machine,Skeleton Dragons,Mega Minion,Goblin Cage,Miner,Guards,Arrows
1,Touchdown_Draft,20211014T004433.000Z,Skali⚡️Fedez™️,Pinturicchio,3,0,Furnace,Elixir Golem,Giant Snowball,Ram Rider,Fire Spirit,Inferno Tower,Rascals,Hunter,Magic Archer,Lumberjack,Goblin Hut,Skeleton Barrel,Wall Breakers,Barbarian Barrel,Balloon,Barbarian Hut
2,Touchdown_Draft,20211014T004051.000Z,Skali⚡️Fedez™️,Pinturicchio,2,3,Clone,Bowler,Goblin Cage,Royal Hogs,Battle Healer,Golem,Skeleton Barrel,Ice Wizard,Minion Horde,Bomber,Elixir Golem,Miner,Wall Breakers,Bomb Tower,Executioner,Royal Delivery
3,Touchdown_Draft,20211014T003620.000Z,Skali⚡️Fedez™️,Pinturicchio,1,3,Dart Goblin,Electro Spirit,Night Witch,Tesla,Battle Ram,Bomb Tower,Balloon,Royal Delivery,Mirror,Elixir Golem,Tombstone,Hog Rider,Inferno Tower,Mini P.E.K.K.A,Bats,Electro Dragon
4,Touchdown_Draft,20211014T003347.000Z,Skali⚡️Fedez™️,Pinturicchio,0,1,Hunter,Goblin Hut,Tesla,Flying Machine,Battle Ram,Knight,Giant,Zap,Tornado,Elixir Golem,Battle Healer,Wall Breakers,Inferno Dragon,Inferno Tower,X-Bow,Electro Dragon
5,Touchdown_Draft,20211014T002901.000Z,Skali⚡️Fedez™️,Pinturicchio,3,2,Mother Witch,Fireball,Goblin Giant,Lumberjack,Cannon,Spear Goblins,Giant Snowball,Ice Golem,Skeleton Barrel,Freeze,Skeleton Dragons,Barbarian Hut,Fisherman,Lava Hound,The Log,Royal Hogs
6,Touchdown_Draft,20211014T002455.000Z,Skali⚡️Fedez™️,Pinturicchio,3,0,Night Witch,Flying Machine,Mother Witch,Lightning,Cannon,Elixir Golem,Barbarian Hut,Rocket,Arrows,Furnace,Balloon,Inferno Tower,Clone,Ram Rider,Dart Goblin,Knight
7,Touchdown_Draft,20211014T002115.000Z,Skali⚡️Fedez™️,Pinturicchio,3,1,Skeleton Dragons,Freeze,Clone,P.E.K.K.A,Lava Hound,Giant Snowball,Battle Ram,Bomb Tower,Barbarian Hut,Mother Witch,Poison,Elixir Golem,Giant Skeleton,Earthquake,The Log,Inferno Dragon
8,Touchdown_Draft,20211014T001759.000Z,Skali⚡️Fedez™️,Pinturicchio,1,0,Goblin Giant,Arrows,Ram Rider,Prince,Minions,Zappies,Mega Minion,Goblin Cage,Furnace,Electro Dragon,Musketeer,Electro Wizard,Battle Healer,Battle Ram,Mirror,Elixir Golem
9,Touchdown_Draft,20211014T001407.000Z,Skali⚡️Fedez™️,Pinturicchio,1,2,Mini P.E.K.K.A,Flying Machine,Ice Spirit,X-Bow,Royal Hogs,Golem,Goblin Drill,Royal Delivery,Freeze,Cannon,Elixir Golem,Mother Witch,Goblin Cage,Goblin Gang,Baby Dragon,Knight
10,Touchdown_Draft,20211014T001004.000Z,Skali⚡️Fedez™️,Pinturicchio,3,2,Flying Machine,Lava Hound,Royal Hogs,Magic Archer,Mini P.E.K.K.A,Giant Snowball,Bomb Tower,Goblin Drill,Tesla,Furnace,Freeze,Lumberjack,Electro Wizard,Hog Rider,Golem,Electro Dragon
11,Touchdown_Draft,20211014T000546.000Z,Skali⚡️Fedez™️,Pinturicchio,1,2,Royal Hogs,Lumberjack,Goblin Gang,Goblin Giant,Cannon,The Log,Inferno Dragon,Electro Wizard,Executioner,Spear Goblins,Tornado,Tombstone,Balloon,Bomber,Bandit,Wall Breakers
12,Ladder,20211014T000043.000Z,Skali⚡️Fedez™️,《DARK SENTINEL》,0,1,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,The Log,Ice Spirit,Fireball,Hog Rider,Ice Golem,Musketeer,Cannon,Skeletons
13,Ladder,20211013T235450.000Z,Skali⚡️Fedez™️,stan f,1,0,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Fireball,Electro Spirit,Goblin Cage,Barbarian Barrel
14,Ladder,20211013T233511.000Z,Skali⚡️Fedez™️,PowerStrike,0,2,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Goblin Drill,Wall Breakers,Fireball,Fire Spirit,Inferno Tower,Valkyrie,The Log,Spear Goblins
15,Ladder,20211013T233111.000Z,Skali⚡️Fedez™️,RED⭐Natã™,1,0,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Barbarians,Ice Wizard,Electro Wizard,Hog Rider,Fire Spirit,Miner,The Log,Knight
16,Ladder,20211013T232558.000Z,Skali⚡️Fedez™️,50G❤RAYEN,1,0,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Sparky,P.E.K.K.A,Balloon,Freeze,Mega Minion,Electro Wizard,Arrows,Tesla
17,Ladder,20211013T223443.000Z,Skali⚡️Fedez™️,Adrian 11,0,1,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Arrows,Tombstone,Giant,The Log,Bandit,Electro Wizard,Inferno Dragon,Sparky
18,Ladder,20211013T222920.000Z,Skali⚡️Fedez™️,TLG⚡️Josu.,1,0,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Lumberjack,Balloon,Tornado,Barbarian Barrel,Inferno Dragon,Bowler,Electro Dragon,Freeze
19,Ladder,20211013T134552.000Z,Skali⚡️Fedez™️,FurkanArabacı,0,1,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Royal Giant,Fireball,Elite Barbarians,Hunter,The Log,Fisherman,Heal Spirit,Bats
20,Ladder,20211013T133430.000Z,Skali⚡️Fedez™️,Thug Life ™,0,3,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,P.E.K.K.A,Battle Ram,Zap,Fireball,Electro Wizard,Bandit,Royal Ghost,Magic Archer
21,Ladder,20211013T120216.000Z,Skali⚡️Fedez™️,꧁✭issei✭꧂,0,3,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,P.E.K.K.A,Ram Rider,Electro Wizard,Bandit,Lightning,Barbarian Barrel,Giant Snowball,Baby Dragon
22,Ladder,20211013T115900.000Z,Skali⚡️Fedez™️,CocarX❄️,1,0,Hog Rider,Musketeer,Ice Golem,Fireball,Skeletons,Ice Spirit,Cannon,The Log,Archers,Fireball,Giant Snowball,Miner,Mortar,Musketeer,Skeletons,Valkyrie
