,Clusters number,Deck
1577,90,"['Rocket', 'Prince', 'Rascals', 'Princess', 'Dart Goblin', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
1578,90,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1579,90,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1580,90,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1581,90,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1582,90,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1583,90,"['Sparky', 'Goblin Giant', 'Electro Wizard', 'Dark Prince', 'Mini P.E.K.K.A', 'Mega Minion', 'Rage', 'Zap']"
1584,90,"['Sparky', 'Goblin Giant', 'Lightning', 'Dark Prince', 'Hunter', 'Mega Minion', 'Barbarian Barrel', 'Giant Snowball']"
1585,90,"['Sparky', 'Graveyard', 'Inferno Dragon', 'Freeze', 'Princess', 'Guards', 'Knight', 'Royal Delivery']"
1586,90,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1587,90,"['Valkyrie', 'Goblin Drill', 'Tesla', 'Fireball', 'Wall Breakers', 'Bomber', 'Skeletons', 'Fire Spirit']"
1588,90,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1589,90,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1590,91,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1591,91,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1592,91,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1593,91,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1594,91,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1595,91,"['Electro Dragon', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Hog Rider', 'Guards', 'The Log', 'Skeletons']"
1596,91,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1597,91,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1598,91,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1599,91,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1600,91,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1601,91,"['Lava Hound', 'Balloon', 'Baby Dragon', 'Fireball', 'Skeleton Army', 'Minions', 'Tombstone', 'Zap']"
1602,91,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1603,91,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1604,91,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1605,91,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1606,91,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1607,91,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1608,91,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1609,91,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1610,91,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Minions', 'Cannon', 'Bomber', 'Zap']"
1611,91,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1612,91,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1613,91,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1614,91,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1615,91,"['Ram Rider', 'Inferno Dragon', 'Dark Prince', 'Zappies', 'Goblin Cage', 'Miner', 'Bandit', 'Electro Spirit']"
1616,91,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1617,91,"['Rocket', 'Cannon Cart', 'Rascals', 'Dark Prince', 'Princess', 'Bandit', 'Goblin Barrel', 'Giant Snowball']"
1618,91,"['Rocket', 'Executioner', 'Valkyrie', 'Hog Rider', 'Tornado', 'Goblins', 'The Log', 'Ice Spirit']"
1619,91,"['Rocket', 'Inferno Tower', 'Princess', 'Knight', 'Goblin Gang', 'Goblin Barrel', 'The Log', 'Electro Spirit']"
1620,91,"['Rocket', 'Prince', 'Rascals', 'Princess', 'Dart Goblin', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
1621,91,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1622,91,"['Royal Giant', 'Fireball', 'Miner', 'Ice Wizard', 'Mega Minion', 'Tornado', 'Barbarian Barrel', 'Skeletons']"
1623,91,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1624,91,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1625,91,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1626,91,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1627,91,"['Sparky', 'Goblin Giant', 'Electro Wizard', 'Dark Prince', 'Mini P.E.K.K.A', 'Mega Minion', 'Rage', 'Zap']"
1628,91,"['Sparky', 'Goblin Giant', 'Lightning', 'Dark Prince', 'Hunter', 'Mega Minion', 'Barbarian Barrel', 'Giant Snowball']"
1629,91,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1630,91,"['Valkyrie', 'Goblin Drill', 'Tesla', 'Fireball', 'Wall Breakers', 'Bomber', 'Skeletons', 'Fire Spirit']"
1631,91,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1632,91,"['Valkyrie', 'Tesla', 'Skeleton Army', 'Goblin Gang', 'Skeleton Barrel', 'Firecracker', 'Goblin Barrel', 'Wall Breakers']"
1633,91,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1634,91,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1635,92,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1636,92,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1637,92,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1638,92,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1639,92,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1640,92,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1641,92,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1642,92,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1643,92,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1644,92,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1645,92,"['Lava Hound', 'Balloon', 'Baby Dragon', 'Fireball', 'Skeleton Army', 'Minions', 'Tombstone', 'Zap']"
1646,92,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1647,92,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1648,92,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1649,92,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1650,92,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1651,92,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1652,92,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1653,92,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1654,92,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Minions', 'Cannon', 'Bomber', 'Zap']"
1655,92,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1656,92,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1657,92,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1658,92,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1659,92,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1660,92,"['Rocket', 'Cannon Cart', 'Rascals', 'Dark Prince', 'Princess', 'Bandit', 'Goblin Barrel', 'Giant Snowball']"
1661,92,"['Rocket', 'Executioner', 'Valkyrie', 'Hog Rider', 'Tornado', 'Goblins', 'The Log', 'Ice Spirit']"
1662,92,"['Rocket', 'Inferno Tower', 'Princess', 'Knight', 'Goblin Gang', 'Goblin Barrel', 'The Log', 'Electro Spirit']"
1663,92,"['Rocket', 'Prince', 'Rascals', 'Princess', 'Dart Goblin', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
1664,92,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1665,92,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1666,92,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1667,92,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1668,92,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1669,92,"['Sparky', 'Goblin Giant', 'Electro Wizard', 'Dark Prince', 'Mini P.E.K.K.A', 'Mega Minion', 'Rage', 'Zap']"
1670,92,"['Sparky', 'Goblin Giant', 'Lightning', 'Dark Prince', 'Hunter', 'Mega Minion', 'Barbarian Barrel', 'Giant Snowball']"
1671,92,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1672,92,"['Valkyrie', 'Goblin Drill', 'Tesla', 'Fireball', 'Wall Breakers', 'Bomber', 'Skeletons', 'Fire Spirit']"
1673,92,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1674,92,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1675,92,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1676,93,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1677,93,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1678,93,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1679,93,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1680,93,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1681,93,"['Giant Skeleton', 'Balloon', 'Electro Wizard', 'Tesla', 'Fireball', 'Miner', 'Guards', 'Tornado']"
1682,93,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1683,93,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1684,93,"['Golem', 'Electro Dragon', 'Night Witch', 'Skeleton Dragons', 'Fireball', 'Fisherman', 'Guards', 'Tornado']"
1685,93,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1686,93,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1687,93,"['Inferno Tower', 'Mini P.E.K.K.A', 'Miner', 'Princess', 'Goblins', 'The Log', 'Zap', 'Fire Spirit']"
1688,93,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1689,93,"['Lava Hound', 'Balloon', 'Baby Dragon', 'Fireball', 'Skeleton Army', 'Minions', 'Tombstone', 'Zap']"
1690,93,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1691,93,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1692,93,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1693,93,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1694,93,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1695,93,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1696,93,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1697,93,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1698,93,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Minions', 'Cannon', 'Bomber', 'Zap']"
1699,93,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1700,93,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1701,93,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1702,93,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1703,93,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1704,93,"['Rocket', 'Cannon Cart', 'Rascals', 'Dark Prince', 'Princess', 'Bandit', 'Goblin Barrel', 'Giant Snowball']"
1705,93,"['Rocket', 'Executioner', 'Valkyrie', 'Hog Rider', 'Tornado', 'Goblins', 'The Log', 'Ice Spirit']"
1706,93,"['Rocket', 'Inferno Tower', 'Princess', 'Knight', 'Goblin Gang', 'Goblin Barrel', 'The Log', 'Electro Spirit']"
1707,93,"['Rocket', 'Prince', 'Rascals', 'Princess', 'Dart Goblin', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
1708,93,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1709,93,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1710,93,"['Royal Giant', 'Mother Witch', 'Dark Prince', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Electro Spirit']"
1711,93,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1712,93,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1713,93,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1714,93,"['Sparky', 'Goblin Giant', 'Electro Wizard', 'Dark Prince', 'Mini P.E.K.K.A', 'Mega Minion', 'Rage', 'Zap']"
1715,93,"['Sparky', 'Goblin Giant', 'Lightning', 'Dark Prince', 'Hunter', 'Mega Minion', 'Barbarian Barrel', 'Giant Snowball']"
1716,93,"['Three Musketeers', 'Elixir Collector', 'Giant', 'Minion Horde', 'Dark Prince', 'Goblin Gang', 'Zap', 'Heal Spirit']"
1717,93,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1718,93,"['Valkyrie', 'Goblin Drill', 'Tesla', 'Fireball', 'Wall Breakers', 'Bomber', 'Skeletons', 'Fire Spirit']"
1719,93,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1720,93,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1721,93,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1722,94,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1723,94,"['Balloon', 'Executioner', 'Valkyrie', 'Miner', 'Tornado', 'Zap', 'Skeletons', 'Ice Spirit']"
1724,94,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1725,94,"['Barbarians', 'Electro Wizard', 'Hog Rider', 'Miner', 'Ice Wizard', 'Knight', 'The Log', 'Fire Spirit']"
1726,94,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1727,94,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1728,94,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1729,94,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1730,94,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1731,94,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1732,94,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1733,94,"['Inferno Tower', 'Mini P.E.K.K.A', 'Miner', 'Princess', 'Goblins', 'The Log', 'Zap', 'Fire Spirit']"
1734,94,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1735,94,"['Lava Hound', 'Balloon', 'Baby Dragon', 'Fireball', 'Skeleton Army', 'Minions', 'Tombstone', 'Zap']"
1736,94,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1737,94,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1738,94,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1739,94,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1740,94,"['Mega Knight', 'Balloon', 'Inferno Dragon', 'Mother Witch', 'Fireball', 'Fisherman', 'Giant Snowball', 'Electro Spirit']"
1741,94,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1742,94,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1743,94,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1744,94,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1745,94,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Minions', 'Cannon', 'Bomber', 'Zap']"
1746,94,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1747,94,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1748,94,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1749,94,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1750,94,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1751,94,"['Rocket', 'Cannon Cart', 'Rascals', 'Dark Prince', 'Princess', 'Bandit', 'Goblin Barrel', 'Giant Snowball']"
1752,94,"['Rocket', 'Executioner', 'Valkyrie', 'Hog Rider', 'Tornado', 'Goblins', 'The Log', 'Ice Spirit']"
1753,94,"['Rocket', 'Inferno Tower', 'Princess', 'Knight', 'Goblin Gang', 'Goblin Barrel', 'The Log', 'Electro Spirit']"
1754,94,"['Rocket', 'Prince', 'Rascals', 'Princess', 'Dart Goblin', 'Goblin Gang', 'Goblin Barrel', 'The Log']"
1755,94,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1756,94,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1757,94,"['Royal Giant', 'Mother Witch', 'Dark Prince', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Electro Spirit']"
1758,94,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1759,94,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1760,94,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1761,94,"['Sparky', 'Goblin Giant', 'Electro Wizard', 'Dark Prince', 'Mini P.E.K.K.A', 'Mega Minion', 'Rage', 'Zap']"
1762,94,"['Sparky', 'Goblin Giant', 'Lightning', 'Dark Prince', 'Hunter', 'Mega Minion', 'Barbarian Barrel', 'Giant Snowball']"
1763,94,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
